ID,salesDate,quantity,revenue,costAmount,profit,customerCount,store_ID,product_ID
f4000001-0000-4000-8000-000000000038,2026-03-02,24,528000,316800,211200,17,d1000001-0003-4000-8000-000000000003,b1000001-0003-4000-8000-000000000003
f4000001-0000-4000-8000-000000000039,2026-03-02,9,225000,139500,85500,6,d1000001-0003-4000-8000-000000000003,b1000001-0004-4000-8000-000000000004
f4000001-0000-4000-8000-000000000040,2026-03-02,10,150000,102000,48000,6,d1000001-0003-4000-8000-000000000003,b1000001-0005-4000-8000-000000000005
f4000001-0000-4000-8000-000000000041,2026-03-02,23,460000,299000,161000,12,d1000001-0004-4000-8000-000000000004,b1000001-0001-4000-8000-000000000001
f4000001-0000-4000-8000-000000000042,2026-03-02,24,432000,280800,151200,14,d1000001-0004-4000-8000-000000000004,b1000001-0002-4000-8000-000000000002
f4000001-0000-4000-8000-000000000043,2026-03-02,11,242000,145200,96800,8,d1000001-0004-4000-8000-000000000004,b1000001-0003-4000-8000-000000000003
f4000001-0000-4000-8000-000000000044,2026-03-02,9,225000,139500,85500,6,d1000001-0004-4000-8000-000000000004,b1000001-0004-4000-8000-000000000004
f4000001-0000-4000-8000-000000000045,2026-03-02,11,165000,112200,52800,7,d1000001-0004-4000-8000-000000000004,b1000001-0005-4000-8000-000000000005
f4000001-0000-4000-8000-000000000046,2026-03-02,26,520000,338000,182000,17,d1000001-0005-4000-8000-000000000005,b1000001-0001-4000-8000-000000000001
f4000001-0000-4000-8000-000000000047,2026-03-02,24,432000,280800,151200,15,d1000001-0005-4000-8000-000000000005,b1000001-0002-4000-8000-000000000002
f4000001-0000-4000-8000-000000000048,2026-03-02,19,418000,250800,167200,14,d1000001-0005-4000-8000-000000000005,b1000001-0003-4000-8000-000000000003
f4000001-0000-4000-8000-000000000049,2026-03-02,11,275000,170500,104500,7,d1000001-0005-4000-8000-000000000005,b1000001-0004-4000-8000-000000000004
f4000001-0000-4000-8000-000000000050,2026-03-02,16,240000,163200,76800,9,d1000001-0005-4000-8000-000000000005,b1000001-0005-4000-8000-000000000005
f4000001-0000-4000-8000-000000000051,2026-03-03,40,800000,520000,280000,24,d1000001-0001-4000-8000-000000000001,b1000001-0001-4000-8000-000000000001
f4000001-0000-4000-8000-000000000052,2026-03-03,22,396000,257400,138600,15,d1000001-0001-4000-8000-000000000001,b1000001-0002-4000-8000-000000000002
f4000001-0000-4000-8000-000000000053,2026-03-03,28,616000,369600,246400,18,d1000001-0001-4000-8000-000000000001,b1000001-0003-4000-8000-000000000003
f4000001-0000-4000-8000-000000000054,2026-03-03,14,350000,217000,133000,10,d1000001-0001-4000-8000-000000000001,b1000001-0004-4000-8000-000000000004
f4000001-0000-4000-8000-000000000055,2026-03-03,20,300000,204000,96000,16,d1000001-0001-4000-8000-000000000001,b1000001-0005-4000-8000-000000000005
f4000001-0000-4000-8000-000000000056,2026-03-03,40,800000,520000,280000,30,d1000001-0002-4000-8000-000000000002,b1000001-0001-4000-8000-000000000001
f4000001-0000-4000-8000-000000000057,2026-03-03,19,342000,222300,119700,10,d1000001-0002-4000-8000-000000000002,b1000001-0002-4000-8000-000000000002
f4000001-0000-4000-8000-000000000058,2026-03-03,16,352000,211200,140800,13,d1000001-0002-4000-8000-000000000002,b1000001-0003-4000-8000-000000000003
f4000001-0000-4000-8000-000000000059,2026-03-03,13,325000,201500,123500,8,d1000001-0002-4000-8000-000000000002,b1000001-0004-4000-8000-000000000004
f4000001-0000-4000-8000-000000000060,2026-03-03,13,195000,132600,62400,8,d1000001-0002-4000-8000-000000000002,b1000001-0005-4000-8000-000000000005
f4000001-0000-4000-8000-000000000061,2026-03-03,36,720000,468000,252000,25,d1000001-0003-4000-8000-000000000003,b1000001-0001-4000-8000-000000000001
f4000001-0000-4000-8000-000000000062,2026-03-03,33,594000,386100,207900,24,d1000001-0003-4000-8000-000000000003,b1000001-0002-4000-8000-000000000002
f4000001-0000-4000-8000-000000000063,2026-03-03,19,418000,250800,167200,11,d1000001-0003-4000-8000-000000000003,b1000001-0003-4000-8000-000000000003
f4000001-0000-4000-8000-000000000064,2026-03-03,11,275000,170500,104500,6,d1000001-0003-4000-8000-000000000003,b1000001-0004-4000-8000-000000000004
f4000001-0000-4000-8000-000000000065,2026-03-03,15,225000,153000,72000,11,d1000001-0003-4000-8000-000000000003,b1000001-0005-4000-8000-000000000005
f4000001-0000-4000-8000-000000000066,2026-03-03,22,440000,286000,154000,17,d1000001-0004-4000-8000-000000000004,b1000001-0001-4000-8000-000000000001
f4000001-0000-4000-8000-000000000067,2026-03-03,18,324000,210600,113400,9,d1000001-0004-4000-8000-000000000004,b1000001-0002-4000-8000-000000000002
f4000001-0000-4000-8000-000000000068,2026-03-03,16,352000,211200,140800,9,d1000001-0004-4000-8000-000000000004,b1000001-0003-4000-8000-000000000003
f4000001-0000-4000-8000-000000000069,2026-03-03,10,250000,155000,95000,7,d1000001-0004-4000-8000-000000000004,b1000001-0004-4000-8000-000000000004
f4000001-0000-4000-8000-000000000070,2026-03-03,9,135000,91800,43200,5,d1000001-0004-4000-8000-000000000004,b1000001-0005-4000-8000-000000000005
f4000001-0000-4000-8000-000000000071,2026-03-03,33,660000,429000,231000,18,d1000001-0005-4000-8000-000000000005,b1000001-0001-4000-8000-000000000001
f4000001-0000-4000-8000-000000000072,2026-03-03,20,360000,234000,126000,13,d1000001-0005-4000-8000-000000000005,b1000001-0002-4000-8000-000000000002
f4000001-0000-4000-8000-000000000073,2026-03-03,15,330000,198000,132000,12,d1000001-0005-4000-8000-000000000005,b1000001-0003-4000-8000-000000000003
f4000001-0000-4000-8000-000000000074,2026-03-03,9,225000,139500,85500,7,d1000001-0005-4000-8000-000000000005,b1000001-0004-4000-8000-000000000004
f4000001-0000-4000-8000-000000000075,2026-03-03,15,225000,153000,72000,10,d1000001-0005-4000-8000-000000000005,b1000001-0005-4000-8000-000000000005
f4000001-0000-4000-8000-000000000076,2026-03-04,41,820000,533000,287000,24,d1000001-0001-4000-8000-000000000001,b1000001-0001-4000-8000-000000000001
f4000001-0000-4000-8000-000000000077,2026-03-04,62,1116000,725400,390600,37,d1000001-0001-4000-8000-000000000001,b1000001-0002-4000-8000-000000000002
f4000001-0000-4000-8000-000000000078,2026-03-04,26,572000,343200,228800,21,d1000001-0001-4000-8000-000000000001,b1000001-0003-4000-8000-000000000003
f4000001-0000-4000-8000-000000000079,2026-03-04,12,300000,186000,114000,7,d1000001-0001-4000-8000-000000000001,b1000001-0004-4000-8000-000000000004
f4000001-0000-4000-8000-000000000080,2026-03-04,15,225000,153000,72000,9,d1000001-0001-4000-8000-000000000001,b1000001-0005-4000-8000-000000000005
f4000001-0000-4000-8000-000000000081,2026-03-04,27,540000,351000,189000,15,d1000001-0002-4000-8000-000000000002,b1000001-0001-4000-8000-000000000001
f4000001-0000-4000-8000-000000000082,2026-03-04,29,522000,339300,182700,22,d1000001-0002-4000-8000-000000000002,b1000001-0002-4000-8000-000000000002
f4000001-0000-4000-8000-000000000083,2026-03-04,20,440000,264000,176000,11,d1000001-0002-4000-8000-000000000002,b1000001-0003-4000-8000-000000000003
f4000001-0000-4000-8000-000000000084,2026-03-04,13,325000,201500,123500,10,d1000001-0002-4000-8000-000000000002,b1000001-0004-4000-8000-000000000004
f4000001-0000-4000-8000-000000000085,2026-03-04,21,315000,214200,100800,13,d1000001-0002-4000-8000-000000000002,b1000001-0005-4000-8000-000000000005
f4000001-0000-4000-8000-000000000086,2026-03-04,37,740000,481000,259000,25,d1000001-0003-4000-8000-000000000003,b1000001-0001-4000-8000-000000000001
f4000001-0000-4000-8000-000000000087,2026-03-04,27,486000,315900,170100,21,d1000001-0003-4000-8000-000000000003,b1000001-0002-4000-8000-000000000002
f4000001-0000-4000-8000-000000000088,2026-03-04,25,550000,330000,220000,18,d1000001-0003-4000-8000-000000000003,b1000001-0003-4000-8000-000000000003
f4000001-0000-4000-8000-000000000089,2026-03-04,16,400000,248000,152000,8,d1000001-0003-4000-8000-000000000003,b1000001-0004-4000-8000-000000000004
f4000001-0000-4000-8000-000000000090,2026-03-04,17,255000,173400,81600,12,d1000001-0003-4000-8000-000000000003,b1000001-0005-4000-8000-000000000005
f4000001-0000-4000-8000-000000000091,2026-03-04,17,340000,221000,119000,11,d1000001-0004-4000-8000-000000000004,b1000001-0001-4000-8000-000000000001
f4000001-0000-4000-8000-000000000092,2026-03-04,22,396000,257400,138600,15,d1000001-0004-4000-8000-000000000004,b1000001-0002-4000-8000-000000000002
f4000001-0000-4000-8000-000000000093,2026-03-04,19,418000,250800,167200,10,d1000001-0004-4000-8000-000000000004,b1000001-0003-4000-8000-000000000003
f4000001-0000-4000-8000-000000000094,2026-03-04,4,100000,62000,38000,2,d1000001-0004-4000-8000-000000000004,b1000001-0004-4000-8000-000000000004
f4000001-0000-4000-8000-000000000095,2026-03-04,12,180000,122400,57600,9,d1000001-0004-4000-8000-000000000004,b1000001-0005-4000-8000-000000000005
f4000001-0000-4000-8000-000000000096,2026-03-04,27,540000,351000,189000,17,d1000001-0005-4000-8000-000000000005,b1000001-0001-4000-8000-000000000001
f4000001-0000-4000-8000-000000000097,2026-03-04,24,432000,280800,151200,14,d1000001-0005-4000-8000-000000000005,b1000001-0002-4000-8000-000000000002
f4000001-0000-4000-8000-000000000098,2026-03-04,21,462000,277200,184800,14,d1000001-0005-4000-8000-000000000005,b1000001-0003-4000-8000-000000000003
f4000001-0000-4000-8000-000000000099,2026-03-04,9,225000,139500,85500,6,d1000001-0005-4000-8000-000000000005,b1000001-0004-4000-8000-000000000004
f4000001-0000-4000-8000-000000000100,2026-03-04,11,165000,112200,52800,6,d1000001-0005-4000-8000-000000000005,b1000001-0005-4000-8000-000000000005
f4000001-0000-4000-8000-000000000101,2026-03-05,43,860000,559000,301000,23,d1000001-0001-4000-8000-000000000001,b1000001-0001-4000-8000-000000000001
f4000001-0000-4000-8000-000000000102,2026-03-05,30,540000,351000,189000,19,d1000001-0001-4000-8000-000000000001,b1000001-0002-4000-8000-000000000002
f4000001-0000-4000-8000-000000000103,2026-03-05,21,462000,277200,184800,16,d1000001-0001-4000-8000-000000000001,b1000001-0003-4000-8000-000000000003
f4000001-0000-4000-8000-000000000104,2026-03-05,13,325000,201500,123500,7,d1000001-0001-4000-8000-000000000001,b1000001-0004-4000-8000-000000000004
f4000001-0000-4000-8000-000000000105,2026-03-05,18,270000,183600,86400,13,d1000001-0001-4000-8000-000000000001,b1000001-0005-4000-8000-000000000005
f4000001-0000-4000-8000-000000000106,2026-03-05,31,620000,403000,217000,16,d1000001-0002-4000-8000-000000000002,b1000001-0001-4000-8000-000000000001
f4000001-0000-4000-8000-000000000107,2026-03-05,6,108000,70200,37800,3,d1000001-0002-4000-8000-000000000002,b1000001-0002-4000-8000-000000000002
f4000001-0000-4000-8000-000000000108,2026-03-05,21,462000,277200,184800,15,d1000001-0002-4000-8000-000000000002,b1000001-0003-4000-8000-000000000003
f4000001-0000-4000-8000-000000000109,2026-03-05,11,275000,170500,104500,7,d1000001-0002-4000-8000-000000000002,b1000001-0004-4000-8000-000000000004
f4000001-0000-4000-8000-000000000110,2026-03-05,15,225000,153000,72000,8,d1000001-0002-4000-8000-000000000002,b1000001-0005-4000-8000-000000000005
f4000001-0000-4000-8000-000000000111,2026-03-05,27,540000,351000,189000,20,d1000001-0003-4000-8000-000000000003,b1000001-0001-4000-8000-000000000001
f4000001-0000-4000-8000-000000000112,2026-03-05,18,324000,210600,113400,10,d1000001-0003-4000-8000-000000000003,b1000001-0002-4000-8000-000000000002
f4000001-0000-4000-8000-000000000113,2026-03-05,21,462000,277200,184800,13,d1000001-0003-4000-8000-000000000003,b1000001-0003-4000-8000-000000000003
f4000001-0000-4000-8000-000000000114,2026-03-05,16,400000,248000,152000,9,d1000001-0003-4000-8000-000000000003,b1000001-0004-4000-8000-000000000004
f4000001-0000-4000-8000-000000000115,2026-03-05,17,255000,173400,81600,11,d1000001-0003-4000-8000-000000000003,b1000001-0005-4000-8000-000000000005
f4000001-0000-4000-8000-000000000116,2026-03-05,28,560000,364000,196000,18,d1000001-0004-4000-8000-000000000004,b1000001-0001-4000-8000-000000000001
f4000001-0000-4000-8000-000000000117,2026-03-05,24,432000,280800,151200,17,d1000001-0004-4000-8000-000000000004,b1000001-0002-4000-8000-000000000002
f4000001-0000-4000-8000-000000000118,2026-03-05,15,330000,198000,132000,9,d1000001-0004-4000-8000-000000000004,b1000001-0003-4000-8000-000000000003
f4000001-0000-4000-8000-000000000119,2026-03-05,11,275000,170500,104500,6,d1000001-0004-4000-8000-000000000004,b1000001-0004-4000-8000-000000000004
f4000001-0000-4000-8000-000000000120,2026-03-05,24,360000,244800,115200,17,d1000001-0004-4000-8000-000000000004,b1000001-0005-4000-8000-000000000005
f4000001-0000-4000-8000-000000000121,2026-03-05,12,240000,156000,84000,8,d1000001-0005-4000-8000-000000000005,b1000001-0001-4000-8000-000000000001
f4000001-0000-4000-8000-000000000122,2026-03-05,23,414000,269100,144900,16,d1000001-0005-4000-8000-000000000005,b1000001-0002-4000-8000-000000000002
f4000001-0000-4000-8000-000000000123,2026-03-05,12,264000,158400,105600,8,d1000001-0005-4000-8000-000000000005,b1000001-0003-4000-8000-000000000003
f4000001-0000-4000-8000-000000000124,2026-03-05,11,275000,170500,104500,8,d1000001-0005-4000-8000-000000000005,b1000001-0004-4000-8000-000000000004
f4000001-0000-4000-8000-000000000125,2026-03-05,16,240000,163200,76800,9,d1000001-0005-4000-8000-000000000005,b1000001-0005-4000-8000-000000000005
f4000001-0000-4000-8000-000000000126,2026-03-06,40,800000,520000,280000,29,d1000001-0001-4000-8000-000000000001,b1000001-0001-4000-8000-000000000001
f4000001-0000-4000-8000-000000000127,2026-03-06,25,450000,292500,157500,20,d1000001-0001-4000-8000-000000000001,b1000001-0002-4000-8000-000000000002
f4000001-0000-4000-8000-000000000128,2026-03-06,26,572000,343200,228800,16,d1000001-0001-4000-8000-000000000001,b1000001-0003-4000-8000-000000000003
f4000001-0000-4000-8000-000000000129,2026-03-06,15,375000,232500,142500,10,d1000001-0001-4000-8000-000000000001,b1000001-0004-4000-8000-000000000004
f4000001-0000-4000-8000-000000000130,2026-03-06,15,225000,153000,72000,8,d1000001-0001-4000-8000-000000000001,b1000001-0005-4000-8000-000000000005
f4000001-0000-4000-8000-000000000131,2026-03-06,27,540000,351000,189000,20,d1000001-0002-4000-8000-000000000002,b1000001-0001-4000-8000-000000000001
f4000001-0000-4000-8000-000000000132,2026-03-06,25,450000,292500,157500,16,d1000001-0002-4000-8000-000000000002,b1000001-0002-4000-8000-000000000002
f4000001-0000-4000-8000-000000000133,2026-03-06,18,396000,237600,158400,14,d1000001-0002-4000-8000-000000000002,b1000001-0003-4000-8000-000000000003
f4000001-0000-4000-8000-000000000134,2026-03-06,13,325000,201500,123500,10,d1000001-0002-4000-8000-000000000002,b1000001-0004-4000-8000-000000000004
f4000001-0000-4000-8000-000000000135,2026-03-06,32,480000,326400,153600,21,d1000001-0002-4000-8000-000000000002,b1000001-0005-4000-8000-000000000005
f4000001-0000-4000-8000-000000000136,2026-03-06,32,640000,416000,224000,20,d1000001-0003-4000-8000-000000000003,b1000001-0001-4000-8000-000000000001
f4000001-0000-4000-8000-000000000137,2026-03-06,27,486000,315900,170100,18,d1000001-0003-4000-8000-000000000003,b1000001-0002-4000-8000-000000000002
f4000001-0000-4000-8000-000000000138,2026-03-06,21,462000,277200,184800,17,d1000001-0003-4000-8000-000000000003,b1000001-0003-4000-8000-000000000003
f4000001-0000-4000-8000-000000000139,2026-03-06,11,275000,170500,104500,6,d1000001-0003-4000-8000-000000000003,b1000001-0004-4000-8000-000000000004
f4000001-0000-4000-8000-000000000140,2026-03-06,15,225000,153000,72000,8,d1000001-0003-4000-8000-000000000003,b1000001-0005-4000-8000-000000000005
f4000001-0000-4000-8000-000000000141,2026-03-06,36,720000,468000,252000,23,d1000001-0004-4000-8000-000000000004,b1000001-0001-4000-8000-000000000001
f4000001-0000-4000-8000-000000000142,2026-03-06,18,324000,210600,113400,11,d1000001-0004-4000-8000-000000000004,b1000001-0002-4000-8000-000000000002
f4000001-0000-4000-8000-000000000143,2026-03-06,15,330000,198000,132000,8,d1000001-0004-4000-8000-000000000004,b1000001-0003-4000-8000-000000000003
f4000001-0000-4000-8000-000000000144,2026-03-06,10,250000,155000,95000,7,d1000001-0004-4000-8000-000000000004,b1000001-0004-4000-8000-000000000004
f4000001-0000-4000-8000-000000000145,2026-03-06,9,135000,91800,43200,7,d1000001-0004-4000-8000-000000000004,b1000001-0005-4000-8000-000000000005
f4000001-0000-4000-8000-000000000146,2026-03-06,20,400000,260000,140000,14,d1000001-0005-4000-8000-000000000005,b1000001-0001-4000-8000-000000000001
f4000001-0000-4000-8000-000000000147,2026-03-06,25,450000,292500,157500,18,d1000001-0005-4000-8000-000000000005,b1000001-0002-4000-8000-000000000002
f4000001-0000-4000-8000-000000000148,2026-03-06,22,484000,290400,193600,13,d1000001-0005-4000-8000-000000000005,b1000001-0003-4000-8000-000000000003
f4000001-0000-4000-8000-000000000149,2026-03-06,11,275000,170500,104500,6,d1000001-0005-4000-8000-000000000005,b1000001-0004-4000-8000-000000000004
f4000001-0000-4000-8000-000000000150,2026-03-06,15,225000,153000,72000,8,d1000001-0005-4000-8000-000000000005,b1000001-0005-4000-8000-000000000005
f4000001-0000-4000-8000-000000000151,2026-03-07,41,820000,533000,287000,24,d1000001-0001-4000-8000-000000000001,b1000001-0001-4000-8000-000000000001
f4000001-0000-4000-8000-000000000152,2026-03-07,36,648000,421200,226800,20,d1000001-0001-4000-8000-000000000001,b1000001-0002-4000-8000-000000000002
f4000001-0000-4000-8000-000000000153,2026-03-07,21,462000,277200,184800,14,d1000001-0001-4000-8000-000000000001,b1000001-0003-4000-8000-000000000003
f4000001-0000-4000-8000-000000000154,2026-03-07,22,550000,341000,209000,16,d1000001-0001-4000-8000-000000000001,b1000001-0004-4000-8000-000000000004
f4000001-0000-4000-8000-000000000155,2026-03-07,25,375000,255000,120000,17,d1000001-0001-4000-8000-000000000001,b1000001-0005-4000-8000-000000000005
f4000001-0000-4000-8000-000000000156,2026-03-07,35,700000,455000,245000,24,d1000001-0002-4000-8000-000000000002,b1000001-0001-4000-8000-000000000001
f4000001-0000-4000-8000-000000000157,2026-03-07,27,486000,315900,170100,15,d1000001-0002-4000-8000-000000000002,b1000001-0002-4000-8000-000000000002
f4000001-0000-4000-8000-000000000158,2026-03-07,22,484000,290400,193600,16,d1000001-0002-4000-8000-000000000002,b1000001-0003-4000-8000-000000000003
f4000001-0000-4000-8000-000000000159,2026-03-07,13,325000,201500,123500,8,d1000001-0002-4000-8000-000000000002,b1000001-0004-4000-8000-000000000004
f4000001-0000-4000-8000-000000000160,2026-03-07,16,240000,163200,76800,10,d1000001-0002-4000-8000-000000000002,b1000001-0005-4000-8000-000000000005
f4000001-0000-4000-8000-000000000161,2026-03-07,43,860000,559000,301000,29,d1000001-0003-4000-8000-000000000003,b1000001-0001-4000-8000-000000000001
f4000001-0000-4000-8000-000000000162,2026-03-07,22,396000,257400,138600,12,d1000001-0003-4000-8000-000000000003,b1000001-0002-4000-8000-000000000002
f4000001-0000-4000-8000-000000000163,2026-03-07,31,682000,409200,272800,23,d1000001-0003-4000-8000-000000000003,b1000001-0003-4000-8000-000000000003
f4000001-0000-4000-8000-000000000164,2026-03-07,18,450000,279000,171000,11,d1000001-0003-4000-8000-000000000003,b1000001-0004-4000-8000-000000000004
f4000001-0000-4000-8000-000000000165,2026-03-07,17,255000,173400,81600,12,d1000001-0003-4000-8000-000000000003,b1000001-0005-4000-8000-000000000005
f4000001-0000-4000-8000-000000000166,2026-03-07,34,680000,442000,238000,27,d1000001-0004-4000-8000-000000000004,b1000001-0001-4000-8000-000000000001
f4000001-0000-4000-8000-000000000167,2026-03-07,25,450000,292500,157500,19,d1000001-0004-4000-8000-000000000004,b1000001-0002-4000-8000-000000000002
f4000001-0000-4000-8000-000000000168,2026-03-07,19,418000,250800,167200,13,d1000001-0004-4000-8000-000000000004,b1000001-0003-4000-8000-000000000003
f4000001-0000-4000-8000-000000000169,2026-03-07,10,250000,155000,95000,6,d1000001-0004-4000-8000-000000000004,b1000001-0004-4000-8000-000000000004
f4000001-0000-4000-8000-000000000170,2026-03-07,14,210000,142800,67200,7,d1000001-0004-4000-8000-000000000004,b1000001-0005-4000-8000-000000000005
f4000001-0000-4000-8000-000000000171,2026-03-07,27,540000,351000,189000,16,d1000001-0005-4000-8000-000000000005,b1000001-0001-4000-8000-000000000001
f4000001-0000-4000-8000-000000000172,2026-03-07,27,486000,315900,170100,16,d1000001-0005-4000-8000-000000000005,b1000001-0002-4000-8000-000000000002
f4000001-0000-4000-8000-000000000173,2026-03-07,17,374000,224400,149600,13,d1000001-0005-4000-8000-000000000005,b1000001-0003-4000-8000-000000000003
f4000001-0000-4000-8000-000000000174,2026-03-07,11,275000,170500,104500,7,d1000001-0005-4000-8000-000000000005,b1000001-0004-4000-8000-000000000004
f4000001-0000-4000-8000-000000000175,2026-03-07,17,255000,173400,81600,11,d1000001-0005-4000-8000-000000000005,b1000001-0005-4000-8000-000000000005
f4000001-0000-4000-8000-000000000176,2026-03-08,29,580000,377000,203000,17,d1000001-0001-4000-8000-000000000001,b1000001-0001-4000-8000-000000000001
f4000001-0000-4000-8000-000000000177,2026-03-08,38,684000,444600,239400,22,d1000001-0001-4000-8000-000000000001,b1000001-0002-4000-8000-000000000002
f4000001-0000-4000-8000-000000000178,2026-03-08,29,638000,382800,255200,16,d1000001-0001-4000-8000-000000000001,b1000001-0003-4000-8000-000000000003
f4000001-0000-4000-8000-000000000179,2026-03-08,7,175000,108500,66500,6,d1000001-0001-4000-8000-000000000001,b1000001-0004-4000-8000-000000000004
f4000001-0000-4000-8000-000000000180,2026-03-08,25,375000,255000,120000,18,d1000001-0001-4000-8000-000000000001,b1000001-0005-4000-8000-000000000005
