ID,purchaseNumber,purchaseDate,totalAmount,paymentMethod,note,customer_ID,store_ID
f2000001-0000-4000-8000-000000000029,CP-20260110-00029,2026-01-10T23:00:04Z,226507,간편결제,,f1000001-0000-4000-8000-000000000003,d1000001-0003-4000-8000-000000000003
f2000001-0000-4000-8000-000000000030,CP-20260308-00030,2026-03-08T17:18:16Z,221404,카드,,f1000001-0000-4000-8000-000000000003,d1000001-0004-4000-8000-000000000004
f2000001-0000-4000-8000-000000000031,CP-20250907-00031,2025-09-07T19:36:23Z,416892,간편결제,,f1000001-0000-4000-8000-000000000003,d1000001-0003-4000-8000-000000000003
f2000001-0000-4000-8000-000000000032,CP-20250809-00032,2025-08-09T02:55:50Z,287521,카드,,f1000001-0000-4000-8000-000000000003,d1000001-0001-4000-8000-000000000001
f2000001-0000-4000-8000-000000000033,CP-20260103-00033,2026-01-03T12:18:37Z,350604,카드,,f1000001-0000-4000-8000-000000000003,d1000001-0003-4000-8000-000000000003
f2000001-0000-4000-8000-000000000034,CP-20260325-00034,2026-03-25T13:49:53Z,66592,현금,,f1000001-0000-4000-8000-000000000003,d1000001-0001-4000-8000-000000000001
f2000001-0000-4000-8000-000000000035,CP-20260402-00035,2026-04-02T18:38:10Z,436901,현금,,f1000001-0000-4000-8000-000000000003,d1000001-0002-4000-8000-000000000002
f2000001-0000-4000-8000-000000000036,CP-20251009-00036,2025-10-09T12:54:18Z,367497,카드,,f1000001-0000-4000-8000-000000000003,d1000001-0003-4000-8000-000000000003
f2000001-0000-4000-8000-000000000037,CP-20251223-00037,2025-12-23T10:09:04Z,190088,카드,,f1000001-0000-4000-8000-000000000003,d1000001-0002-4000-8000-000000000002
f2000001-0000-4000-8000-000000000038,CP-20250724-00038,2025-07-24T12:20:44Z,283349,카드,,f1000001-0000-4000-8000-000000000004,d1000001-0002-4000-8000-000000000002
f2000001-0000-4000-8000-000000000039,CP-20260221-00039,2026-02-21T13:04:30Z,317566,카드,,f1000001-0000-4000-8000-000000000004,d1000001-0003-4000-8000-000000000003
f2000001-0000-4000-8000-000000000040,CP-20250602-00040,2025-06-02T19:47:15Z,450362,간편결제,,f1000001-0000-4000-8000-000000000004,d1000001-0004-4000-8000-000000000004
f2000001-0000-4000-8000-000000000041,CP-20250827-00041,2025-08-27T07:45:36Z,238582,카드,,f1000001-0000-4000-8000-000000000004,d1000001-0005-4000-8000-000000000005
f2000001-0000-4000-8000-000000000042,CP-20250730-00042,2025-07-30T23:21:15Z,217457,현금,,f1000001-0000-4000-8000-000000000004,d1000001-0003-4000-8000-000000000003
f2000001-0000-4000-8000-000000000043,CP-20251224-00043,2025-12-24T21:43:37Z,314838,간편결제,,f1000001-0000-4000-8000-000000000004,d1000001-0003-4000-8000-000000000003
f2000001-0000-4000-8000-000000000044,CP-20250717-00044,2025-07-17T18:06:34Z,341140,간편결제,,f1000001-0000-4000-8000-000000000004,d1000001-0005-4000-8000-000000000005
f2000001-0000-4000-8000-000000000045,CP-20250607-00045,2025-06-07T16:17:48Z,208214,간편결제,,f1000001-0000-4000-8000-000000000004,d1000001-0002-4000-8000-000000000002
f2000001-0000-4000-8000-000000000046,CP-20260122-00046,2026-01-22T20:03:26Z,44641,카드,,f1000001-0000-4000-8000-000000000004,d1000001-0004-4000-8000-000000000004
f2000001-0000-4000-8000-000000000047,CP-20260104-00047,2026-01-04T16:56:31Z,76257,포인트,,f1000001-0000-4000-8000-000000000004,d1000001-0002-4000-8000-000000000002
f2000001-0000-4000-8000-000000000048,CP-20260223-00048,2026-02-23T15:49:31Z,148104,간편결제,,f1000001-0000-4000-8000-000000000004,d1000001-0005-4000-8000-000000000005
f2000001-0000-4000-8000-000000000049,CP-20251103-00049,2025-11-03T11:17:55Z,47737,포인트,,f1000001-0000-4000-8000-000000000004,d1000001-0003-4000-8000-000000000003
f2000001-0000-4000-8000-000000000050,CP-20260111-00050,2026-01-11T18:40:06Z,106284,카드,,f1000001-0000-4000-8000-000000000004,d1000001-0001-4000-8000-000000000001
f2000001-0000-4000-8000-000000000051,CP-20260128-00051,2026-01-28T16:21:52Z,37395,카드,,f1000001-0000-4000-8000-000000000004,d1000001-0004-4000-8000-000000000004
f2000001-0000-4000-8000-000000000052,CP-20260131-00052,2026-01-31T19:04:11Z,397269,포인트,,f1000001-0000-4000-8000-000000000004,d1000001-0004-4000-8000-000000000004
f2000001-0000-4000-8000-000000000053,CP-20250807-00053,2025-08-07T00:15:23Z,216397,포인트,,f1000001-0000-4000-8000-000000000004,d1000001-0004-4000-8000-000000000004
f2000001-0000-4000-8000-000000000054,CP-20260410-00054,2026-04-10T23:41:20Z,85436,현금,,f1000001-0000-4000-8000-000000000005,d1000001-0001-4000-8000-000000000001
f2000001-0000-4000-8000-000000000055,CP-20250705-00055,2025-07-05T14:03:20Z,410513,카드,,f1000001-0000-4000-8000-000000000005,d1000001-0002-4000-8000-000000000002
f2000001-0000-4000-8000-000000000056,CP-20250809-00056,2025-08-09T03:53:09Z,44007,카드,,f1000001-0000-4000-8000-000000000005,d1000001-0001-4000-8000-000000000001
f2000001-0000-4000-8000-000000000057,CP-20260219-00057,2026-02-19T22:22:28Z,173449,카드,,f1000001-0000-4000-8000-000000000005,d1000001-0001-4000-8000-000000000001
f2000001-0000-4000-8000-000000000058,CP-20251128-00058,2025-11-28T00:33:55Z,482194,카드,,f1000001-0000-4000-8000-000000000005,d1000001-0002-4000-8000-000000000002
f2000001-0000-4000-8000-000000000059,CP-20250916-00059,2025-09-16T07:18:30Z,205093,현금,,f1000001-0000-4000-8000-000000000005,d1000001-0003-4000-8000-000000000003
f2000001-0000-4000-8000-000000000060,CP-20250807-00060,2025-08-07T23:13:45Z,231314,간편결제,,f1000001-0000-4000-8000-000000000005,d1000001-0001-4000-8000-000000000001
f2000001-0000-4000-8000-000000000061,CP-20260223-00061,2026-02-23T05:52:09Z,424098,카드,,f1000001-0000-4000-8000-000000000005,d1000001-0001-4000-8000-000000000001
f2000001-0000-4000-8000-000000000062,CP-20251107-00062,2025-11-07T23:54:53Z,418711,간편결제,,f1000001-0000-4000-8000-000000000005,d1000001-0005-4000-8000-000000000005
f2000001-0000-4000-8000-000000000063,CP-20260117-00063,2026-01-17T13:00:43Z,34622,카드,,f1000001-0000-4000-8000-000000000005,d1000001-0003-4000-8000-000000000003
f2000001-0000-4000-8000-000000000064,CP-20260227-00064,2026-02-27T20:22:44Z,473101,카드,,f1000001-0000-4000-8000-000000000005,d1000001-0002-4000-8000-000000000002
f2000001-0000-4000-8000-000000000065,CP-20250901-00065,2025-09-01T00:41:06Z,421901,간편결제,,f1000001-0000-4000-8000-000000000005,d1000001-0003-4000-8000-000000000003
f2000001-0000-4000-8000-000000000066,CP-20250916-00066,2025-09-16T13:20:03Z,169707,카드,,f1000001-0000-4000-8000-000000000005,d1000001-0004-4000-8000-000000000004
f2000001-0000-4000-8000-000000000067,CP-20251220-00067,2025-12-20T17:39:13Z,100637,카드,,f1000001-0000-4000-8000-000000000005,d1000001-0001-4000-8000-000000000001
f2000001-0000-4000-8000-000000000068,CP-20260212-00068,2026-02-12T03:24:24Z,195691,카드,,f1000001-0000-4000-8000-000000000006,d1000001-0001-4000-8000-000000000001
f2000001-0000-4000-8000-000000000069,CP-20251130-00069,2025-11-30T19:08:47Z,79441,카드,,f1000001-0000-4000-8000-000000000006,d1000001-0005-4000-8000-000000000005
f2000001-0000-4000-8000-000000000070,CP-20251127-00070,2025-11-27T04:14:12Z,70742,간편결제,,f1000001-0000-4000-8000-000000000006,d1000001-0001-4000-8000-000000000001
f2000001-0000-4000-8000-000000000071,CP-20251029-00071,2025-10-29T13:51:08Z,131051,간편결제,,f1000001-0000-4000-8000-000000000006,d1000001-0005-4000-8000-000000000005
f2000001-0000-4000-8000-000000000072,CP-20250715-00072,2025-07-15T03:27:26Z,51659,현금,,f1000001-0000-4000-8000-000000000006,d1000001-0004-4000-8000-000000000004
f2000001-0000-4000-8000-000000000073,CP-20260213-00073,2026-02-13T03:00:26Z,136388,카드,,f1000001-0000-4000-8000-000000000006,d1000001-0004-4000-8000-000000000004
f2000001-0000-4000-8000-000000000074,CP-20260227-00074,2026-02-27T19:22:17Z,430096,포인트,,f1000001-0000-4000-8000-000000000006,d1000001-0005-4000-8000-000000000005
f2000001-0000-4000-8000-000000000075,CP-20260411-00075,2026-04-11T01:25:40Z,404561,포인트,,f1000001-0000-4000-8000-000000000006,d1000001-0004-4000-8000-000000000004
f2000001-0000-4000-8000-000000000076,CP-20260210-00076,2026-02-10T22:33:50Z,437304,카드,,f1000001-0000-4000-8000-000000000006,d1000001-0005-4000-8000-000000000005
f2000001-0000-4000-8000-000000000077,CP-20260126-00077,2026-01-26T10:26:53Z,370590,간편결제,,f1000001-0000-4000-8000-000000000006,d1000001-0001-4000-8000-000000000001
f2000001-0000-4000-8000-000000000078,CP-20251123-00078,2025-11-23T13:59:13Z,403825,간편결제,,f1000001-0000-4000-8000-000000000006,d1000001-0001-4000-8000-000000000001
f2000001-0000-4000-8000-000000000079,CP-20260130-00079,2026-01-30T01:42:05Z,201808,카드,,f1000001-0000-4000-8000-000000000006,d1000001-0004-4000-8000-000000000004
f2000001-0000-4000-8000-000000000080,CP-20250819-00080,2025-08-19T23:21:53Z,279980,카드,,f1000001-0000-4000-8000-000000000006,d1000001-0001-4000-8000-000000000001
f2000001-0000-4000-8000-000000000081,CP-20250717-00081,2025-07-17T01:53:43Z,411548,카드,,f1000001-0000-4000-8000-000000000006,d1000001-0002-4000-8000-000000000002
f2000001-0000-4000-8000-000000000082,CP-20260210-00082,2026-02-10T16:15:25Z,290613,카드,,f1000001-0000-4000-8000-000000000006,d1000001-0001-4000-8000-000000000001
f2000001-0000-4000-8000-000000000083,CP-20260109-00083,2026-01-09T08:30:17Z,207295,카드,,f1000001-0000-4000-8000-000000000007,d1000001-0003-4000-8000-000000000003
f2000001-0000-4000-8000-000000000084,CP-20260102-00084,2026-01-02T14:27:18Z,481497,간편결제,,f1000001-0000-4000-8000-000000000007,d1000001-0002-4000-8000-000000000002
f2000001-0000-4000-8000-000000000085,CP-20251019-00085,2025-10-19T23:47:03Z,442217,카드,,f1000001-0000-4000-8000-000000000007,d1000001-0003-4000-8000-000000000003
f2000001-0000-4000-8000-000000000086,CP-20250913-00086,2025-09-13T01:07:36Z,312058,포인트,,f1000001-0000-4000-8000-000000000007,d1000001-0004-4000-8000-000000000004
f2000001-0000-4000-8000-000000000087,CP-20260307-00087,2026-03-07T14:30:45Z,421191,카드,,f1000001-0000-4000-8000-000000000007,d1000001-0001-4000-8000-000000000001
f2000001-0000-4000-8000-000000000088,CP-20251111-00088,2025-11-11T16:11:59Z,52552,포인트,,f1000001-0000-4000-8000-000000000007,d1000001-0002-4000-8000-000000000002
f2000001-0000-4000-8000-000000000089,CP-20260208-00089,2026-02-08T11:33:44Z,419128,간편결제,,f1000001-0000-4000-8000-000000000007,d1000001-0002-4000-8000-000000000002
f2000001-0000-4000-8000-000000000090,CP-20260312-00090,2026-03-12T02:47:58Z,191128,카드,,f1000001-0000-4000-8000-000000000007,d1000001-0003-4000-8000-000000000003
f2000001-0000-4000-8000-000000000091,CP-20250713-00091,2025-07-13T11:23:45Z,254321,포인트,,f1000001-0000-4000-8000-000000000007,d1000001-0001-4000-8000-000000000001
f2000001-0000-4000-8000-000000000092,CP-20250608-00092,2025-06-08T17:11:34Z,488098,카드,,f1000001-0000-4000-8000-000000000007,d1000001-0001-4000-8000-000000000001
f2000001-0000-4000-8000-000000000093,CP-20260306-00093,2026-03-06T09:35:13Z,317080,포인트,,f1000001-0000-4000-8000-000000000007,d1000001-0002-4000-8000-000000000002
f2000001-0000-4000-8000-000000000094,CP-20251027-00094,2025-10-27T17:41:20Z,202245,간편결제,,f1000001-0000-4000-8000-000000000008,d1000001-0005-4000-8000-000000000005
f2000001-0000-4000-8000-000000000095,CP-20260319-00095,2026-03-19T15:54:57Z,169808,현금,,f1000001-0000-4000-8000-000000000008,d1000001-0003-4000-8000-000000000003
f2000001-0000-4000-8000-000000000096,CP-20250602-00096,2025-06-02T01:38:01Z,187748,카드,,f1000001-0000-4000-8000-000000000008,d1000001-0001-4000-8000-000000000001
f2000001-0000-4000-8000-000000000097,CP-20260203-00097,2026-02-03T06:55:50Z,428131,포인트,,f1000001-0000-4000-8000-000000000008,d1000001-0001-4000-8000-000000000001
f2000001-0000-4000-8000-000000000098,CP-20260126-00098,2026-01-26T12:20:50Z,140313,카드,,f1000001-0000-4000-8000-000000000008,d1000001-0001-4000-8000-000000000001
f2000001-0000-4000-8000-000000000099,CP-20250930-00099,2025-09-30T20:48:20Z,379536,카드,,f1000001-0000-4000-8000-000000000008,d1000001-0003-4000-8000-000000000003
f2000001-0000-4000-8000-000000000100,CP-20250709-00100,2025-07-09T18:45:25Z,214527,카드,,f1000001-0000-4000-8000-000000000008,d1000001-0004-4000-8000-000000000004
f2000001-0000-4000-8000-000000000101,CP-20250606-00101,2025-06-06T23:06:41Z,286718,카드,,f1000001-0000-4000-8000-000000000008,d1000001-0002-4000-8000-000000000002
f2000001-0000-4000-8000-000000000102,CP-20260206-00102,2026-02-06T18:00:00Z,22296,간편결제,,f1000001-0000-4000-8000-000000000008,d1000001-0001-4000-8000-000000000001
f2000001-0000-4000-8000-000000000103,CP-20260114-00103,2026-01-14T05:17:19Z,232454,카드,,f1000001-0000-4000-8000-000000000008,d1000001-0005-4000-8000-000000000005
f2000001-0000-4000-8000-000000000104,CP-20251115-00104,2025-11-15T11:14:10Z,284627,포인트,,f1000001-0000-4000-8000-000000000008,d1000001-0001-4000-8000-000000000001
f2000001-0000-4000-8000-000000000105,CP-20260326-00105,2026-03-26T03:29:32Z,125991,간편결제,,f1000001-0000-4000-8000-000000000008,d1000001-0001-4000-8000-000000000001
f2000001-0000-4000-8000-000000000106,CP-20250712-00106,2025-07-12T23:59:11Z,335203,포인트,,f1000001-0000-4000-8000-000000000008,d1000001-0004-4000-8000-000000000004
f2000001-0000-4000-8000-000000000107,CP-20251003-00107,2025-10-03T02:21:54Z,377366,포인트,,f1000001-0000-4000-8000-000000000008,d1000001-0001-4000-8000-000000000001
f2000001-0000-4000-8000-000000000108,CP-20251029-00108,2025-10-29T23:44:43Z,247336,간편결제,,f1000001-0000-4000-8000-000000000008,d1000001-0005-4000-8000-000000000005
f2000001-0000-4000-8000-000000000109,CP-20250709-00109,2025-07-09T17:20:05Z,43824,카드,,f1000001-0000-4000-8000-000000000008,d1000001-0002-4000-8000-000000000002
f2000001-0000-4000-8000-000000000110,CP-20250708-00110,2025-07-08T06:08:21Z,326135,현금,,f1000001-0000-4000-8000-000000000008,d1000001-0004-4000-8000-000000000004
f2000001-0000-4000-8000-000000000111,CP-20250729-00111,2025-07-29T12:30:59Z,278616,간편결제,,f1000001-0000-4000-8000-000000000008,d1000001-0005-4000-8000-000000000005
f2000001-0000-4000-8000-000000000112,CP-20251221-00112,2025-12-21T09:17:24Z,57470,간편결제,,f1000001-0000-4000-8000-000000000008,d1000001-0005-4000-8000-000000000005
f2000001-0000-4000-8000-000000000113,CP-20250920-00113,2025-09-20T21:40:16Z,370050,간편결제,,f1000001-0000-4000-8000-000000000009,d1000001-0005-4000-8000-000000000005
f2000001-0000-4000-8000-000000000114,CP-20250908-00114,2025-09-08T05:53:57Z,178808,간편결제,,f1000001-0000-4000-8000-000000000009,d1000001-0002-4000-8000-000000000002
f2000001-0000-4000-8000-000000000115,CP-20260315-00115,2026-03-15T01:04:28Z,396093,현금,,f1000001-0000-4000-8000-000000000009,d1000001-0004-4000-8000-000000000004
f2000001-0000-4000-8000-000000000116,CP-20250925-00116,2025-09-25T03:09:55Z,426594,간편결제,,f1000001-0000-4000-8000-000000000009,d1000001-0002-4000-8000-000000000002
f2000001-0000-4000-8000-000000000117,CP-20260122-00117,2026-01-22T15:26:55Z,494909,간편결제,,f1000001-0000-4000-8000-000000000009,d1000001-0002-4000-8000-000000000002
f2000001-0000-4000-8000-000000000118,CP-20250906-00118,2025-09-06T04:42:39Z,28331,포인트,,f1000001-0000-4000-8000-000000000009,d1000001-0003-4000-8000-000000000003
f2000001-0000-4000-8000-000000000119,CP-20250818-00119,2025-08-18T11:21:57Z,386944,카드,,f1000001-0000-4000-8000-000000000009,d1000001-0003-4000-8000-000000000003
f2000001-0000-4000-8000-000000000120,CP-20250719-00120,2025-07-19T05:49:28Z,69842,간편결제,,f1000001-0000-4000-8000-000000000009,d1000001-0005-4000-8000-000000000005
f2000001-0000-4000-8000-000000000121,CP-20260211-00121,2026-02-11T00:55:19Z,468733,간편결제,,f1000001-0000-4000-8000-000000000009,d1000001-0001-4000-8000-000000000001
f2000001-0000-4000-8000-000000000122,CP-20260201-00122,2026-02-01T14:06:07Z,159353,현금,,f1000001-0000-4000-8000-000000000009,d1000001-0004-4000-8000-000000000004
f2000001-0000-4000-8000-000000000123,CP-20251117-00123,2025-11-17T10:21:07Z,263579,카드,,f1000001-0000-4000-8000-000000000009,d1000001-0005-4000-8000-000000000005
f2000001-0000-4000-8000-000000000124,CP-20250613-00124,2025-06-13T12:44:12Z,53088,카드,,f1000001-0000-4000-8000-000000000009,d1000001-0004-4000-8000-000000000004
f2000001-0000-4000-8000-000000000125,CP-20250802-00125,2025-08-02T20:19:53Z,297960,카드,,f1000001-0000-4000-8000-000000000009,d1000001-0005-4000-8000-000000000005
f2000001-0000-4000-8000-000000000126,CP-20250924-00126,2025-09-24T16:31:32Z,313153,간편결제,,f1000001-0000-4000-8000-000000000009,d1000001-0004-4000-8000-000000000004
f2000001-0000-4000-8000-000000000127,CP-20251019-00127,2025-10-19T09:52:50Z,102387,카드,,f1000001-0000-4000-8000-000000000009,d1000001-0005-4000-8000-000000000005
f2000001-0000-4000-8000-000000000128,CP-20250828-00128,2025-08-28T12:10:04Z,487018,현금,,f1000001-0000-4000-8000-000000000009,d1000001-0005-4000-8000-000000000005
f2000001-0000-4000-8000-000000000129,CP-20250830-00129,2025-08-30T01:44:41Z,471013,현금,,f1000001-0000-4000-8000-000000000009,d1000001-0002-4000-8000-000000000002
f2000001-0000-4000-8000-000000000130,CP-20260111-00130,2026-01-11T14:11:29Z,135849,카드,,f1000001-0000-4000-8000-000000000009,d1000001-0004-4000-8000-000000000004
f2000001-0000-4000-8000-000000000131,CP-20260228-00131,2026-02-28T19:51:39Z,408079,간편결제,,f1000001-0000-4000-8000-000000000009,d1000001-0005-4000-8000-000000000005
f2000001-0000-4000-8000-000000000132,CP-20260130-00132,2026-01-30T00:22:49Z,158170,카드,,f1000001-0000-4000-8000-000000000009,d1000001-0002-4000-8000-000000000002
f2000001-0000-4000-8000-000000000133,CP-20260130-00133,2026-01-30T11:45:39Z,8122,카드,,f1000001-0000-4000-8000-000000000010,d1000001-0001-4000-8000-000000000001
f2000001-0000-4000-8000-000000000134,CP-20260217-00134,2026-02-17T12:28:07Z,409853,카드,,f1000001-0000-4000-8000-000000000010,d1000001-0003-4000-8000-000000000003
f2000001-0000-4000-8000-000000000135,CP-20250907-00135,2025-09-07T22:24:07Z,280510,카드,,f1000001-0000-4000-8000-000000000010,d1000001-0002-4000-8000-000000000002
f2000001-0000-4000-8000-000000000136,CP-20250626-00136,2025-06-26T19:07:16Z,328126,카드,,f1000001-0000-4000-8000-000000000010,d1000001-0005-4000-8000-000000000005
f2000001-0000-4000-8000-000000000137,CP-20251222-00137,2025-12-22T07:25:59Z,75346,포인트,,f1000001-0000-4000-8000-000000000010,d1000001-0004-4000-8000-000000000004
f2000001-0000-4000-8000-000000000138,CP-20251020-00138,2025-10-20T17:34:31Z,233405,간편결제,,f1000001-0000-4000-8000-000000000010,d1000001-0005-4000-8000-000000000005
f2000001-0000-4000-8000-000000000139,CP-20250721-00139,2025-07-21T01:00:51Z,64415,간편결제,,f1000001-0000-4000-8000-000000000010,d1000001-0005-4000-8000-000000000005
f2000001-0000-4000-8000-000000000140,CP-20260225-00140,2026-02-25T13:44:44Z,279405,카드,,f1000001-0000-4000-8000-000000000010,d1000001-0003-4000-8000-000000000003
f2000001-0000-4000-8000-000000000141,CP-20260115-00141,2026-01-15T01:56:39Z,260661,카드,,f1000001-0000-4000-8000-000000000010,d1000001-0002-4000-8000-000000000002
f2000001-0000-4000-8000-000000000142,CP-20260130-00142,2026-01-30T06:19:32Z,345803,간편결제,,f1000001-0000-4000-8000-000000000010,d1000001-0003-4000-8000-000000000003
f2000001-0000-4000-8000-000000000143,CP-20250614-00143,2025-06-14T01:57:51Z,340295,포인트,,f1000001-0000-4000-8000-000000000010,d1000001-0002-4000-8000-000000000002
f2000001-0000-4000-8000-000000000144,CP-20250617-00144,2025-06-17T20:03:46Z,166236,카드,,f1000001-0000-4000-8000-000000000010,d1000001-0004-4000-8000-000000000004
f2000001-0000-4000-8000-000000000145,CP-20260106-00145,2026-01-06T23:29:58Z,336831,포인트,,f1000001-0000-4000-8000-000000000010,d1000001-0005-4000-8000-000000000005
f2000001-0000-4000-8000-000000000146,CP-20251004-00146,2025-10-04T08:28:29Z,113986,현금,,f1000001-0000-4000-8000-000000000010,d1000001-0004-4000-8000-000000000004
f2000001-0000-4000-8000-000000000147,CP-20251222-00147,2025-12-22T09:49:13Z,373889,포인트,,f1000001-0000-4000-8000-000000000011,d1000001-0001-4000-8000-000000000001
f2000001-0000-4000-8000-000000000148,CP-20250909-00148,2025-09-09T10:26:24Z,46827,카드,,f1000001-0000-4000-8000-000000000011,d1000001-0003-4000-8000-000000000003
f2000001-0000-4000-8000-000000000149,CP-20251115-00149,2025-11-15T02:22:22Z,111882,간편결제,,f1000001-0000-4000-8000-000000000011,d1000001-0001-4000-8000-000000000001
f2000001-0000-4000-8000-000000000150,CP-20251115-00150,2025-11-15T08:48:14Z,52540,카드,,f1000001-0000-4000-8000-000000000011,d1000001-0004-4000-8000-000000000004
f2000001-0000-4000-8000-000000000151,CP-20260110-00151,2026-01-10T10:49:23Z,191140,카드,,f1000001-0000-4000-8000-000000000011,d1000001-0005-4000-8000-000000000005
f2000001-0000-4000-8000-000000000152,CP-20260124-00152,2026-01-24T11:18:02Z,403958,카드,,f1000001-0000-4000-8000-000000000011,d1000001-0001-4000-8000-000000000001
f2000001-0000-4000-8000-000000000153,CP-20260109-00153,2026-01-09T01:17:09Z,193319,카드,,f1000001-0000-4000-8000-000000000011,d1000001-0005-4000-8000-000000000005
f2000001-0000-4000-8000-000000000154,CP-20250710-00154,2025-07-10T01:57:15Z,247965,간편결제,,f1000001-0000-4000-8000-000000000011,d1000001-0004-4000-8000-000000000004
f2000001-0000-4000-8000-000000000155,CP-20260413-00155,2026-04-13T09:49:44Z,177746,포인트,,f1000001-0000-4000-8000-000000000011,d1000001-0003-4000-8000-000000000003
